Variable_1,Variable_2,Correlation,Abs_Correlation
global_ai_market_value_in_billions_cumulative_growth,global_ai_market_value_in_billions_ratio_lag_3,0.9653105516458154,0.9653105516458154
ai_contribution_to_healthcare_in_billions,global_ai_market_value_in_billions_ma_5,0.9652957349997132,0.9652957349997132
global_ai_market_value_in_billions_lag_2,ai_software_revenue_in_billions_lower_band,0.9651535023401072,0.9651535023401072
net_job_loss_in_the_us,organizations_using_ai_upper_band,-0.9651017071510897,0.9651017071510897
expected_increase_in_employee_productivity_due_to_ai_%,ai_software_revenue_in_billions_lower_band,0.9650143705946225,0.9650143705946225
ai_software_revenue_in_billions_std_2,ai_software_revenue_in_billions_lower_band,0.9650103433558036,0.9650103433558036
ai_software_revenue_in_billions_diff_lag_1,ai_software_revenue_in_billions_lower_band,0.9650103433558036,0.9650103433558036
net_job_loss_in_the_us,organizations_believing_ai_provides_competitive_edge,-0.9649655181301525,0.9649655181301525
estimated_revenue_increase_from_ai_trillions_usd_std_5,global_ai_market_value_in_billions_lag_3,0.9649122807017564,0.9649122807017564
market_efficiency_ratio,estimated_revenue_increase_from_ai_trillions_usd_upper_band,-0.9647803821979184,0.9647803821979184
organizations_using_ai_ma_2,ai_software_revenue_in_billions_ratio_lag_3,-0.964733721196009,0.964733721196009
global_ai_market_value_in_billions_lag_2,global_ai_market_value_in_billions_diff_lag_3,0.9646316238042819,0.9646316238042819
global_ai_market_value_in_billions_ratio_lag_3,global_ai_market_value_in_billions_upper_band,0.9645822030899041,0.9645822030899041
jobs_at_high_risk_of_automation__manufacturing,ai_software_revenue_in_billions_zscore,0.9644758889847657,0.9644758889847657
jobs_at_high_risk_of_automation__manufacturing,ai_software_revenue_in_billions_cumulative_growth,0.9644758889847654,0.9644758889847654
ai_software_revenue_in_billions,jobs_at_high_risk_of_automation__manufacturing,0.9644758889847648,0.9644758889847648
organizations_using_ai,global_ai_market_value_in_billions_ratio_lag_3,0.9644272045754912,0.9644272045754912
global_ai_market_value_in_billions_ratio_lag_3,organizations_using_ai_zscore,0.9644272045754911,0.9644272045754911
organizations_using_ai_cumulative_growth,global_ai_market_value_in_billions_ratio_lag_3,0.9644272045754911,0.9644272045754911
estimated_revenue_increase_from_ai_trillions_usd_growth_acceleration,estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_3,-0.9644128648591401,0.9644128648591401
medical_professionals_using_ai_for_diagnosis,ai_software_revenue_in_billions_zscore,0.964337209479021,0.964337209479021
medical_professionals_using_ai_for_diagnosis,ai_software_revenue_in_billions_cumulative_growth,0.9643372094790207,0.9643372094790207
ai_software_revenue_in_billions,medical_professionals_using_ai_for_diagnosis,0.9643372094790204,0.9643372094790204
global_expectation_for_ai_adoption_%,revenue_per_org_using_ai,0.9643363564157353,0.9643363564157353
estimated_revenue_increase_from_ai_trillions_usd_std_5,global_ai_market_value_in_billions_ratio_lag_3,0.9643202398293512,0.9643202398293512
global_ai_market_value_in_billions_diff_lag_3,global_ai_market_value_in_billions_ratio_lag_3,0.9642561396553402,0.9642561396553402
estimated_revenue_increase_from_ai_trillions_usd_ma_5,estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_2,-0.9640733628518124,0.9640733628518124
digital_voice_assistants_billions_of_devices,job_creation_ratio,0.9639235625813934,0.9639235625813934
ai_adoption_%,estimated_revenue_increase_from_ai_trillions_usd_std_3,0.9637997471501194,0.9637997471501194
ai_adoption_%,estimated_revenue_increase_from_ai_trillions_usd_volatility,0.9637997471501194,0.9637997471501194
ai_adoption_%,estimated_revenue_increase_from_ai_trillions_usd_diff_lag_2,0.9637997471501194,0.9637997471501194
ai_adoption_%,estimated_revenue_increase_from_ai_trillions_usd_band_position,0.963799747150113,0.963799747150113
organizations_using_ai_std_5,global_ai_market_value_in_billions_lower_band,-0.9637267798385202,0.9637267798385202
ai_software_revenue_in_billions_lag_2,organizations_using_ai_lower_band,0.9636877836511576,0.9636877836511576
revenue_per_org_using_ai,net_job_impact,-0.9636233471306547,0.9636233471306547
global_ai_market_value_in_billions_ma_2,global_ai_market_value_in_billions_lower_band,-0.9635688917093286,0.9635688917093286
organizations_using_ai_ma_3,ai_software_revenue_in_billions_lower_band,0.9635577659531659,0.9635577659531659
job_creation_ratio,years_since_start,0.9635511568799692,0.9635511568799692
job_creation_ratio,cycle_position,0.9635511568799692,0.9635511568799692
estimated_jobs_eliminated_by_ai_millions,job_creation_ratio,0.9635511568799691,0.9635511568799691
jobs_at_high_risk_of_automation__wholesale_&_retail_trade,job_creation_ratio,0.9635511568799691,0.9635511568799691
americans_using_voice_assistants_%,job_creation_ratio,0.9635511568799691,0.9635511568799691
companies_prioritizing_ai_in_strategy,job_creation_ratio,0.9635511568799691,0.9635511568799691
year,job_creation_ratio,0.9635511568799691,0.9635511568799691
organizations_using_ai_lag_2,ai_software_revenue_in_billions_lower_band,0.9634784248337523,0.9634784248337523
global_ai_market_value_in_billions_std_5,global_ai_market_value_in_billions_lag_2,0.9634473160579498,0.9634473160579498
organizations_using_ai_rolling_2y_growth,organizations_using_ai_band_position,0.9631597575714168,0.9631597575714168
organizations_using_ai_yoy_growth,organizations_using_ai_band_position,0.9631597575714168,0.9631597575714168
organizations_using_ai_ratio_lag_1,organizations_using_ai_band_position,0.9631597575714153,0.9631597575714153
organizations_using_ai_ma_3,ai_software_revenue_in_billions_ratio_lag_3,-0.963096674994987,0.963096674994987
ai_software_revenue_in_billions_ratio_lag_3,estimated_revenue_increase_from_ai_trillions_usd_upper_band,-0.9629963114840681,0.9629963114840681
organizations_using_ai_ma_2,ai_software_revenue_in_billions_lower_band,0.9629931571383087,0.9629931571383087
global_ai_market_value_in_billions_ma_3,estimated_revenue_increase_from_ai_trillions_usd_diff_lag_3,0.9629092499709903,0.9629092499709903
jobs_at_high_risk_of_automation__transportation_&_storage_%,ai_software_revenue_in_billions_lag_3,0.962778380714276,0.962778380714276
ai_software_revenue_in_billions_ratio_lag_3,estimated_revenue_increase_from_ai_trillions_usd_zscore,-0.9626879242905175,0.9626879242905175
estimated_revenue_increase_from_ai_trillions_usd_cumulative_growth,ai_software_revenue_in_billions_ratio_lag_3,-0.9626879242905175,0.9626879242905175
estimated_revenue_increase_from_ai_trillions_usd,ai_software_revenue_in_billions_ratio_lag_3,-0.9626879242905172,0.9626879242905172
ai_software_revenue_in_billions_yoy_growth,organizations_using_ai_lower_band,-0.9626742345410645,0.9626742345410645
ai_software_revenue_in_billions_rolling_2y_growth,organizations_using_ai_lower_band,-0.9626742345410645,0.9626742345410645
ai_software_revenue_in_billions_ratio_lag_1,organizations_using_ai_lower_band,-0.9626742345410643,0.9626742345410643
medical_professionals_using_ai_for_diagnosis,ai_software_revenue_in_billions_ma_2,0.9625939794098498,0.9625939794098498
ai_adoption_%,global_ai_market_value_in_billions_lower_band,-0.9624726349226806,0.9624726349226806
ai_software_revenue_in_billions_detrended,organizations_using_ai_ma_5,0.962431986723912,0.962431986723912
global_ai_market_value_in_billions_lag_2,competition_intensity,0.9623670074992965,0.9623670074992965
estimated_revenue_increase_from_ai_trillions_usd_ma_3,market_efficiency_ratio,-0.9623130294417538,0.9623130294417538
global_ai_market_value_in_billions_ma_2,organizations_using_ai_std_5,0.9621047976968242,0.9621047976968242
estimated_revenue_increase_from_ai_trillions_usd_ma_2,ai_software_revenue_in_billions_ratio_lag_3,-0.9620273152612392,0.9620273152612392
organizations_using_ai_diff_lag_3,competition_intensity,0.961903830170133,0.961903830170133
global_ai_market_value_in_billions_ma_5,global_ai_market_value_in_billions_lower_band,-0.9618904438495547,0.9618904438495547
estimated_revenue_increase_from_ai_trillions_usd_ma_3,ai_software_revenue_in_billions_ratio_lag_3,-0.961746915796433,0.961746915796433
ai_software_revenue_in_billions_std_5,ai_software_revenue_in_billions_ratio_lag_2,-0.9614254445017746,0.9614254445017746
ai_software_revenue_in_billions_diff_lag_3,ai_software_revenue_in_billions_ratio_lag_3,-0.9613586600820866,0.9613586600820866
estimated_revenue_increase_from_ai_trillions_usd_lag_2,market_efficiency_ratio,-0.9613176064576221,0.9613176064576221
ai_software_revenue_in_billions_yoy_growth,estimated_revenue_increase_from_ai_trillions_usd_lower_band,-0.9612140683919767,0.9612140683919767
ai_software_revenue_in_billions_rolling_2y_growth,estimated_revenue_increase_from_ai_trillions_usd_lower_band,-0.9612140683919767,0.9612140683919767
ai_software_revenue_in_billions_ratio_lag_1,estimated_revenue_increase_from_ai_trillions_usd_lower_band,-0.9612140683919767,0.9612140683919767
net_job_loss_in_the_us,ai_software_revenue_in_billions_upper_band,-0.9611491941396827,0.9611491941396827
global_ai_market_value_in_billions_ma_2,estimated_revenue_increase_from_ai_trillions_usd_std_3,0.961117882284485,0.961117882284485
global_ai_market_value_in_billions_ma_2,estimated_revenue_increase_from_ai_trillions_usd_diff_lag_2,0.961117882284485,0.961117882284485
global_ai_market_value_in_billions_ma_2,estimated_revenue_increase_from_ai_trillions_usd_volatility,0.961117882284485,0.961117882284485
global_ai_market_value_in_billions_ma_2,estimated_revenue_increase_from_ai_trillions_usd_band_position,0.9611178822844721,0.9611178822844721
ai_software_revenue_in_billions_ratio_lag_3,estimated_revenue_increase_from_ai_trillions_usd_lag_1,-0.9610900776885903,0.9610900776885903
ai_software_revenue_in_billions_ratio_lag_3,cycle_position,-0.9610900776885902,0.9610900776885902
companies_prioritizing_ai_in_strategy,ai_software_revenue_in_billions_ratio_lag_3,-0.9610900776885902,0.9610900776885902
organizations_believing_ai_provides_competitive_edge,ai_software_revenue_in_billions_ratio_lag_3,-0.9610900776885902,0.9610900776885902
ai_software_revenue_in_billions_ratio_lag_3,net_job_impact,0.9610900776885902,0.9610900776885902
ai_software_revenue_in_billions_ratio_lag_3,years_since_start,-0.9610900776885902,0.9610900776885902
ai_software_revenue_in_billions_ratio_lag_3,estimated_revenue_increase_from_ai_trillions_usd_lag_3,-0.9610900776885902,0.9610900776885902
year,ai_software_revenue_in_billions_ratio_lag_3,-0.9610900776885902,0.9610900776885902
estimated_new_jobs_created_by_ai_millions,ai_software_revenue_in_billions_ratio_lag_3,-0.9610900776885902,0.9610900776885902
jobs_at_high_risk_of_automation__manufacturing,ai_software_revenue_in_billions_ratio_lag_3,-0.9610900776885902,0.9610900776885902
jobs_at_high_risk_of_automation__wholesale_&_retail_trade,ai_software_revenue_in_billions_ratio_lag_3,-0.9610900776885902,0.9610900776885902
marketers_believing_ai_improves_email_revenue,ai_software_revenue_in_billions_ratio_lag_3,-0.9610900776885902,0.9610900776885902
ai_software_revenue_in_billions_ratio_lag_3,estimated_revenue_increase_from_ai_trillions_usd_lag_2,-0.9610900776885902,0.9610900776885902
americans_using_voice_assistants_%,ai_software_revenue_in_billions_ratio_lag_3,-0.9610900776885901,0.9610900776885901
estimated_jobs_eliminated_by_ai_millions,ai_software_revenue_in_billions_ratio_lag_3,-0.9610900776885901,0.9610900776885901
global_ai_market_value_in_billions_detrended,estimated_revenue_increase_from_ai_trillions_usd_band_position,0.9610461236449005,0.9610461236449005
global_ai_market_value_in_billions_detrended,estimated_revenue_increase_from_ai_trillions_usd_std_3,0.9610461236448937,0.9610461236448937
global_ai_market_value_in_billions_detrended,estimated_revenue_increase_from_ai_trillions_usd_diff_lag_2,0.9610461236448937,0.9610461236448937
global_ai_market_value_in_billions_detrended,estimated_revenue_increase_from_ai_trillions_usd_volatility,0.9610461236448937,0.9610461236448937
global_ai_market_value_in_billions_diff_lag_2,global_ai_market_value_in_billions_ratio_lag_3,0.9609646624615132,0.9609646624615132
ai_software_revenue_in_billions_detrended,global_ai_market_value_in_billions_upper_band,0.9609260489201069,0.9609260489201069
organizations_using_ai_ma_5,estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_3,-0.9606847241155119,0.9606847241155119
global_ai_market_value_in_billions_std_3,global_ai_market_value_in_billions_ratio_lag_1,0.9606603382199495,0.9606603382199495
global_ai_market_value_in_billions_yoy_growth,global_ai_market_value_in_billions_std_3,0.9606603382199493,0.9606603382199493
global_ai_market_value_in_billions_rolling_2y_growth,global_ai_market_value_in_billions_volatility,0.9606603382199493,0.9606603382199493
global_ai_market_value_in_billions_rolling_2y_growth,global_ai_market_value_in_billions_std_3,0.9606603382199493,0.9606603382199493
global_ai_market_value_in_billions_ratio_lag_1,global_ai_market_value_in_billions_volatility,0.9606603382199493,0.9606603382199493
global_ai_market_value_in_billions_yoy_growth,global_ai_market_value_in_billions_volatility,0.9606603382199493,0.9606603382199493
organizations_using_ai_ma_3,job_creation_ratio,0.960534256365721,0.960534256365721
ai_software_revenue_in_billions_lower_band,ai_software_revenue_in_billions_volatility,0.9603967409586056,0.9603967409586056
ai_software_revenue_in_billions_std_3,ai_software_revenue_in_billions_lower_band,0.9603967409586056,0.9603967409586056
ai_software_revenue_in_billions_diff_lag_2,job_creation_ratio,0.9602971374329297,0.9602971374329297
jobs_at_high_risk_of_automation__transportation_&_storage_%,ai_software_revenue_in_billions_ratio_lag_3,-0.9601310740897281,0.9601310740897281
estimated_revenue_increase_from_ai_trillions_usd,job_creation_ratio,0.9601220378120836,0.9601220378120836
job_creation_ratio,estimated_revenue_increase_from_ai_trillions_usd_zscore,0.9601220378120834,0.9601220378120834
estimated_revenue_increase_from_ai_trillions_usd_cumulative_growth,job_creation_ratio,0.9601220378120834,0.9601220378120834
estimated_revenue_increase_from_ai_trillions_usd_ma_5,market_efficiency_ratio,-0.9600507331567234,0.9600507331567234
global_expectation_for_ai_adoption_%,estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_2,-0.9600485616370051,0.9600485616370051
ai_software_revenue_in_billions_std_5,global_ai_market_value_in_billions_lag_2,0.9600449145970558,0.9600449145970558
ai_software_revenue_in_billions_diff_lag_2,ai_software_revenue_in_billions_lower_band,0.959876892782281,0.959876892782281
organizations_using_ai,global_ai_market_value_in_billions_ma_5,0.9598504174560374,0.9598504174560374
organizations_using_ai_cumulative_growth,global_ai_market_value_in_billions_ma_5,0.9598504174560372,0.9598504174560372
global_ai_market_value_in_billions_ma_5,organizations_using_ai_zscore,0.9598504174560372,0.9598504174560372
ai_software_revenue_in_billions_std_3,job_creation_ratio,0.959494162041556,0.959494162041556
job_creation_ratio,ai_software_revenue_in_billions_volatility,0.9594941620415559,0.9594941620415559
ai_software_revenue_in_billions_lag_2,market_efficiency_ratio,-0.9593664971145673,0.9593664971145673
ai_software_revenue_in_billions_ratio_lag_3,estimated_revenue_increase_from_ai_trillions_usd_lower_band,-0.9593248780430104,0.9593248780430104
